Valor,periodo_do_dia,dia_da_semana,emissor_cartao,predicted_CBK,predicted_CBK_proba
34.5,dia,Quarta-feira,27468,0,0.012020551032351126
10.0,dia,Quarta-feira,44731,0,0.00015779876493660685
44.0,dia,Quarta-feira,44054,0,0.0004402170586318519
57.5,dia,Quarta-feira,15274,0,0.004332752655470222
15.0,dia,Quarta-feira,21847,0,0.004920798810338232
69.0,dia,Quarta-feira,27468,0,0.004010782227463146
10.0,dia,Quarta-feira,54906,0,0.007867383057217733
15.0,dia,Quarta-feira,15275,0,8.410491493222892e-05
205.2,dia,Quarta-feira,22003,0,0.00328043995272464
34.5,dia,Quarta-feira,59313,0,0.006189784427890249
201.6,dia,Quarta-feira,59080,0,0.019646275757740802
360.0,dia,Quarta-feira,98406,0,0.01793769142422396
220.0,dia,Quarta-feira,31681,0,0.004417732761982523
142.5,dia,Quarta-feira,03225,0,0.00046526773566882566
336.0,dia,Quarta-feira,15894,1,0.17372310321273468
168.0,dia,Quarta-feira,14945,0,0.00041411695468646895
201.6,dia,Quarta-feira,59080,0,0.019646275757740802
246.4,dia,Quarta-feira,90172,0,0.0004007145373919258
103.5,dia,Quarta-feira,59315,0,0.0013105114653880682
88.82,dia,Quarta-feira,12363,0,0.0010903838878357343
73.34,dia,Quarta-feira,27496,0,0.0075455105429063606
336.0,dia,Quarta-feira,98401,0,0.01635042255638235
15.0,dia,Quarta-feira,49167,0,0.0004760893210555729
5.0,dia,Quarta-feira,22005,0,0.000227780680997923
20.0,dia,Quarta-feira,18544,0,0.0003151092342140593
134.4,dia,Quarta-feira,44570,0,0.002501346295768005
336.0,dia,Quarta-feira,06669,0,0.002936852990337904
336.0,dia,Quarta-feira,59080,0,0.009035460292563267
336.0,dia,Quarta-feira,90172,0,0.0004055035204172947
55.82,dia,Quarta-feira,49319,0,0.0019294282421520842
120.0,dia,Quarta-feira,39614,0,0.0018306681285631592
110.0,dia,Quarta-feira,55188,0,0.0021691003278818265
110.0,dia,Quarta-feira,55188,0,0.0021691003278818265
184.0,dia,Quarta-feira,41555,0,0.004999935800112434
336.0,dia,Quarta-feira,90172,0,0.0004055035204172947
336.0,dia,Quarta-feira,39614,0,0.00028425047977894584
20.0,dia,Quarta-feira,10863,0,0.018238372884965576
15.0,dia,Quarta-feira,98407,0,0.01608994846888856
69.0,tarde,Quarta-feira,53211,0,0.005943106493804089
57.5,tarde,Quarta-feira,52128,0,0.002968512644931839
92.0,tarde,Quarta-feira,22053,0,0.0013794912116602332
336.0,tarde,Quarta-feira,53636,1,0.08771163243724862
154.0,tarde,Quarta-feira,89391,0,0.0011269095122664234
92.0,tarde,Quarta-feira,06669,0,0.00046739344050112524
89.6,tarde,Quarta-feira,29323,0,0.003690960726525253
89.6,tarde,Quarta-feira,44540,1,0.09124423683435066
34.5,tarde,Quarta-feira,41555,1,0.11851811905154856
20.0,tarde,Quarta-feira,53211,0,0.0028045629836918697
44.42,tarde,Quarta-feira,06669,0,0.0008084869396785056
89.6,tarde,Quarta-feira,53211,0,0.021884461241528968
25.0,tarde,Quarta-feira,06655,0,0.0007337234504036363
40.25,tarde,Quarta-feira,98407,1,0.4906903467107703
44.42,tarde,Quarta-feira,98442,1,0.10682729741973529
36.74,tarde,Quarta-feira,32729,0,0.012553295635846801
336.0,tarde,Quarta-feira,22061,0,0.027831255217521268
20.0,tarde,Quarta-feira,15590,0,0.0010265460935656439
34.5,tarde,Quarta-feira,44883,0,0.019647942929747537
89.6,tarde,Quarta-feira,98408,1,0.047489063115775
89.6,tarde,Quarta-feira,06669,0,0.0004677250664671363
142.5,tarde,Quarta-feira,09308,0,0.0004574157992227935
165.0,tarde,Quarta-feira,22200,0,0.004098207887015
123.2,tarde,Quarta-feira,98408,1,0.11312707595472832
92.0,tarde,Quarta-feira,25662,0,0.00885624453725188
10.0,tarde,Quarta-feira,44199,0,0.0003199635724364006
15.0,tarde,Quarta-feira,54906,0,0.005066977647281577
69.0,tarde,Quarta-feira,59450,0,0.004922608736610866
179.2,tarde,Quarta-feira,98407,1,0.3913716891292893
10.0,tarde,Quarta-feira,39354,0,0.009378136804472026
46.69,tarde,Quarta-feira,48985,0,0.0009924392653727072
88.0,tarde,Quarta-feira,30034,0,0.0073382760320970936
30.0,tarde,Quarta-feira,90172,0,0.0014936842687028062
100.0,tarde,Quarta-feira,20340,0,0.001659062045541466
205.2,tarde,Quarta-feira,59080,1,0.08798903061167429
104.13,tarde,Quarta-feira,29323,0,0.010606674472834629
15.0,tarde,Quarta-feira,59450,0,0.0003162712352265641
190.0,tarde,Quarta-feira,06669,0,0.002752331671630587
40.0,tarde,Quarta-feira,39614,0,0.0004985164388972156
100.0,tarde,Quarta-feira,42974,1,0.05412342867716391
10.0,tarde,Quarta-feira,06655,0,0.0003457179884919437
69.0,tarde,Quarta-feira,15590,0,0.01198728065272799
92.0,tarde,Quarta-feira,83042,0,0.0013794912116602332
336.0,tarde,Quarta-feira,52289,1,0.2782588612935933
336.0,tarde,Quarta-feira,22061,0,0.027831255217521268
70.0,tarde,Quarta-feira,98442,0,0.02830206451174159
2.1,tarde,Quarta-feira,55188,0,0.0003266913465478408
5.25,tarde,Quarta-feira,55188,0,0.0003266913465478408
161.0,tarde,Quarta-feira,44456,0,0.028992006279737054
115.0,tarde,Quarta-feira,44731,0,0.02241822008908953
146.15,tarde,Quarta-feira,98453,0,0.008557189397088235
126.0,tarde,Quarta-feira,00770,0,0.02388779403035622
90.11,tarde,Quarta-feira,00770,0,0.002106839591712414
170.0,tarde,Quarta-feira,54927,1,0.23901769440705797
34.5,tarde,Quarta-feira,32032,0,0.015583768687316868
43.0,tarde,Quarta-feira,98423,0,0.001246760583309557
100.8,tarde,Quarta-feira,55183,0,0.00913399729347716
34.5,tarde,Quarta-feira,40105,0,0.002385931760759031
123.58,tarde,Quarta-feira,98407,1,0.06895975010699472
360.0,tarde,Quarta-feira,90172,0,0.00038661666011684015
168.0,tarde,Quarta-feira,22061,0,0.01530078574928357
306.39,tarde,Quarta-feira,00770,0,0.0026691150402730684
2.1,tarde,Quarta-feira,55188,0,0.0003266913465478408
5.25,tarde,Quarta-feira,55188,0,0.0003266913465478408
110.0,tarde,Quarta-feira,55188,0,0.0027453780127290554
110.0,tarde,Quarta-feira,55188,0,0.0027453780127290554
5.0,tarde,Quarta-feira,39354,0,0.009573503972691345
170.0,tarde,Quarta-feira,03217,0,0.003723070498533768
40.0,tarde,Quarta-feira,18759,1,0.13971660327654464
195.5,tarde,Quarta-feira,22061,0,0.02497902878428665
360.0,tarde,Quarta-feira,14945,0,0.00041085956047569804
170.0,tarde,Quarta-feira,19620,0,0.003723070498533768
46.43,tarde,Quarta-feira,32930,0,0.0017614305492473122
55.0,tarde,Quarta-feira,06669,0,0.00989657926249263
280.8,tarde,Quarta-feira,48985,0,0.0006373550688773997
336.0,tarde,Quarta-feira,06669,0,0.0014719903405103884
25.0,tarde,Quarta-feira,44829,0,0.00028501206247806354
170.0,tarde,Quarta-feira,15590,0,0.006076269355163168
123.58,tarde,Quarta-feira,98406,1,0.5256948432709915
100.8,tarde,Quarta-feira,44828,1,0.11365580617133607
150.0,tarde,Quarta-feira,41187,0,0.0012505926583783306
66.0,tarde,Quarta-feira,44731,0,0.004172780778156796
100.8,noite,Quarta-feira,42820,0,0.0014676003123214544
336.0,noite,Quarta-feira,14868,0,0.0007224945201414723
110.0,noite,Quarta-feira,09602,0,0.0034375645202971905
205.2,noite,Quarta-feira,90172,0,0.0004978741295720809
330.0,noite,Quarta-feira,48724,0,0.006053383957183132
15.0,noite,Quarta-feira,53636,0,0.00022719127245046688
67.2,noite,Quarta-feira,06655,0,0.0029514771437661696
110.0,noite,Quarta-feira,91675,0,0.0023865515279024984
10.0,noite,Quarta-feira,59450,0,0.00019315135500140124
2.1,noite,Quarta-feira,55188,0,0.00027483516176986423
5.25,noite,Quarta-feira,55188,0,0.00027483516176986423
10.0,noite,Quarta-feira,90172,0,6.87089114253588e-05
170.0,noite,Quarta-feira,00217,1,0.3414660992684429
182.69,noite,Quarta-feira,90172,0,0.00018618462327294364
20.0,noite,Quarta-feira,49167,0,0.0005405569376689894
205.2,noite,Quarta-feira,48827,0,0.011003983601274182
336.0,noite,Quarta-feira,90172,0,0.000493106049863193
10.0,noite,Quarta-feira,44731,0,0.00010031643917915094
25.0,noite,Quarta-feira,52407,0,0.0002841865072669369
58.36,noite,Quarta-feira,59315,0,0.0021048000247361337
50.0,noite,Quarta-feira,42974,0,0.0012780143424275723
35.0,noite,Quarta-feira,31681,0,0.006212623346903973
182.69,noite,Quarta-feira,15590,0,0.024520877476195194
46.64,noite,Quarta-feira,00770,0,0.0008411126545012662
100.8,noite,Quarta-feira,53636,0,0.003934656163946194
30.0,noite,Quarta-feira,52407,0,0.004180859644390134
15.0,noite,Quarta-feira,91674,0,0.0008469219023043344
49.63,noite,Quarta-feira,06669,0,0.00047362726358937684
75.52,noite,Quarta-feira,44731,0,0.0025773891669248357
39.4,noite,Quarta-feira,00770,0,0.0038418039400907374
187.0,noite,Quarta-feira,21847,1,0.0667814261625827
91.44,noite,Quarta-feira,48046,0,0.001997104821631861
57.5,noite,Quarta-feira,22061,0,0.007131343142297095
336.0,noite,Quarta-feira,52305,0,0.0008800279021750177
35.0,noite,Quarta-feira,30994,0,0.008882303168930086
170.0,noite,Quarta-feira,29323,0,0.011747042652322669
106.4,noite,Quarta-feira,39039,0,0.006059047455342218
168.0,noite,Quarta-feira,14868,0,0.0003000839229242334
100.8,noite,Quarta-feira,06669,0,0.000442667969779033
48.07,noite,Quarta-feira,59315,0,0.0012167833957905814
20.0,noite,Quarta-feira,15590,0,0.0008433861340714906
55.0,noite,Quarta-feira,59078,0,0.002310163034567939
55.0,noite,Quarta-feira,09602,0,0.002310163034567939
15.0,noite,Quarta-feira,55184,0,8.314849685713825e-05
51.23,noite,Quarta-feira,00770,0,0.0006841535672816175
380.0,noite,Quarta-feira,44456,1,0.06713987238227064
175.0,noite,Quarta-feira,24820,0,0.02037473723374044
25.0,noite,Quarta-feira,14895,0,0.00037427217225827506
30.0,noite,Quarta-feira,14868,0,0.000909654042892859
187.77,noite,Quarta-feira,39018,0,0.012213358741659191
170.0,noite,Quarta-feira,98442,1,0.05461575128823582
700.0,noite,Quarta-feira,98423,1,0.06808338476687768
25.0,noite,Quarta-feira,98406,0,0.00022892456143509091
25.0,noite,Quarta-feira,12177,0,0.005993606228092713
20.0,noite,Quarta-feira,22053,0,0.0004172392789891386
50.0,noite,Quarta-feira,06669,0,0.00047362726358937684
88.82,noite,Quarta-feira,18767,0,0.001627303278942659
35.0,noite,Quarta-feira,90172,0,0.0007743538766945403
10.0,noite,Quarta-feira,59315,0,0.00026917500931897834
360.0,noite,Quarta-feira,52316,0,0.008525165269768547
360.0,noite,Quarta-feira,06655,0,0.024713994993665306
168.0,noite,Quarta-feira,89391,0,0.002253874992766214
100.8,noite,Quarta-feira,98406,0,0.0022880228192935985
94.03,noite,Quarta-feira,25664,1,0.042415902869178505
94.03,noite,Quarta-feira,25631,0,0.0029745765773210747
10.0,noite,Quarta-feira,31681,0,0.00033935225411730366
86.0,noite,Quarta-feira,44570,0,0.0028034169981215632
50.0,noite,Quarta-feira,49167,0,0.0008169135875780136
280.8,noite,Quarta-feira,14868,0,0.0008614543712891445
92.0,noite,Quarta-feira,42820,0,0.0018348214442765157
10.0,noite,Quarta-feira,03225,0,0.00011376941698882921
106.4,noite,Quarta-feira,40105,0,0.00034913754079072716
190.0,noite,Quarta-feira,98423,0,0.000745757166840336
86.0,noite,Quarta-feira,06655,0,0.0034788635915785574
350.0,noite,Quarta-feira,53211,0,0.024383279563237176
45.72,noite,Quarta-feira,49319,0,0.004417688638481011
45.0,noite,Quarta-feira,15590,0,0.0037305523570031664
5.0,noite,Quarta-feira,15590,0,0.0015561881809191113
336.0,noite,Quarta-feira,31654,0,0.008525165269768547
190.4,noite,Quarta-feira,06655,1,0.03332464314786574
5.0,noite,Quarta-feira,15590,0,0.0015561881809191113
86.27,noite,Quarta-feira,42974,0,0.022290845644978543
30.0,noite,Quarta-feira,90172,0,0.0004830947855014822
370.0,noite,Quarta-feira,01370,1,0.38916632063415435
35.0,noite,Quarta-feira,52128,0,0.002428904909818605
89.6,noite,Quarta-feira,06669,0,0.0005265982303221711
43.0,noite,Quarta-feira,44731,0,0.0013749282912211957
106.4,noite,Quarta-feira,40105,0,0.00034913754079072716
67.2,noite,Quarta-feira,06669,0,0.0005255400372506253
15.0,noite,Quarta-feira,41555,0,0.0014714917643015594
50.0,noite,Quarta-feira,98423,0,0.0013962131233051685
170.0,noite,Quarta-feira,55184,0,0.0005322565127696578
58.36,noite,Quarta-feira,25664,0,0.009145888473840312
15.0,noite,Quarta-feira,40694,0,0.0002194232060530769
67.2,noite,Quarta-feira,09603,0,0.002374504765568336
94.03,noite,Quarta-feira,98423,0,0.0011709910576558778
70.0,noite,Quarta-feira,30780,0,0.0029716945774944043
25.0,noite,Quarta-feira,90172,0,0.00010115716430039812
15.0,noite,Quarta-feira,15590,0,0.0012610919818173674
95.35,noite,Quarta-feira,53211,0,0.020814129047838713
170.0,noite,Quarta-feira,98442,1,0.05461575128823582
95.35,noite,Quarta-feira,83042,0,0.002400025151254067
336.0,noite,Quarta-feira,52305,0,0.0008800279021750177
336.0,noite,Quarta-feira,06669,0,0.0019447889137042121
10.0,noite,Quarta-feira,98407,0,0.005600038509327336
15.0,noite,Quarta-feira,52316,0,0.00025775057125267256
220.0,noite,Quarta-feira,55182,0,0.0043722741287783775
70.0,noite,Quarta-feira,18767,0,0.004010420076496892
46.0,noite,Quarta-feira,59360,0,0.004417688638481011
70.0,noite,Quarta-feira,44540,1,0.05156093937904302
58.36,noite,Quarta-feira,98423,0,0.0014470493929541039
89.6,noite,Quarta-feira,59313,0,0.001258893437788393
730.0,noite,Quarta-feira,22103,0,0.014135361827518716
425.6,noite,Quarta-feira,44540,1,0.9128185227680128
20.0,noite,Quarta-feira,98442,0,0.0010257784627188357
35.53,noite,Quarta-feira,48474,0,0.008888205920085237
154.0,noite,Quarta-feira,18759,0,0.007837768305745117
100.0,noite,Quarta-feira,39614,0,0.0003540380415148401
190.0,noite,Quarta-feira,00770,0,0.004369323111217344
246.4,noite,Quarta-feira,53211,0,0.005424630904697421
45.0,noite,Quarta-feira,59080,0,0.0018277074332061585
154.0,noite,Quarta-feira,23284,0,0.00041426779055178447
182.69,noite,Quarta-feira,22061,0,0.009420141138642833
20.0,noite,Quarta-feira,48984,0,0.0063264008786121425
58.36,noite,Quarta-feira,34949,0,0.0021048000247361337
115.0,noite,Quarta-feira,90172,0,0.0009355809391318665
365.38,noite,Quarta-feira,10863,1,0.05532703612276124
56.0,noite,Quarta-feira,00437,0,0.0022711798216468577
88.81,noite,Quarta-feira,98407,0,0.02692502316112226
175.0,noite,Quarta-feira,76608,0,0.006291212462796643
336.0,noite,Quarta-feira,14868,0,0.0007224945201414723
20.0,madrugada,Quinta-feira,27616,0,0.002200428007323625
92.0,madrugada,Quinta-feira,14945,0,0.0006072331136021375
80.5,madrugada,Quinta-feira,53211,0,0.013756554084003525
123.2,madrugada,Quinta-feira,22005,1,0.07260538100323329
75.52,madrugada,Quinta-feira,55184,0,0.003750167401138398
336.0,madrugada,Quinta-feira,49167,0,0.002894512745558932
336.0,madrugada,Quinta-feira,49167,0,0.002894512745558932
20.0,madrugada,Quinta-feira,90172,0,0.0004500575203652515
82.4,madrugada,Quinta-feira,22003,0,0.005531841594285491
205.2,madrugada,Quinta-feira,59078,1,0.09307429727769709
99.0,madrugada,Quinta-feira,49159,0,0.0009814128414185176
168.0,madrugada,Quinta-feira,49167,0,0.001315447240903811
370.0,dia,Quinta-feira,48984,1,0.195910673445345
20.0,dia,Quinta-feira,90172,0,0.0004589179477883407
10.0,dia,Quinta-feira,14945,0,0.00017562084544882093
20.0,dia,Quinta-feira,44540,0,0.01601676324325603
5.0,dia,Quinta-feira,59457,0,0.00048419377757853574
15.0,dia,Quinta-feira,14868,0,0.0004559402909779938
100.0,dia,Quinta-feira,06655,0,0.023220585873157118
30.0,dia,Quinta-feira,27616,0,0.0021561832870037167
336.0,dia,Quinta-feira,22003,0,0.004959784130938361
15.0,dia,Quinta-feira,26778,0,0.0004563380982370337
30.0,dia,Quinta-feira,39614,0,0.0012702952103709705
25.0,dia,Quinta-feira,70598,0,0.00020712091947131596
336.0,dia,Quinta-feira,90172,0,0.0004709804079697461
25.0,dia,Quinta-feira,21847,0,0.0076216089681750325
20.0,dia,Quinta-feira,22061,0,0.00018944586207841332
15.0,dia,Quinta-feira,15275,0,0.00014320109968864303
66.0,dia,Quinta-feira,98449,0,0.006310521772234052
10.0,dia,Quinta-feira,59080,0,0.0005856692897409641
20.0,dia,Quinta-feira,22061,0,0.00018944586207841332
15.0,dia,Quinta-feira,53211,0,0.00023902696830372018
15.0,dia,Quinta-feira,15590,0,0.0007132361262557922
25.0,dia,Quinta-feira,41120,0,0.0006779881926661086
20.0,dia,Quinta-feira,14868,0,0.0010295425058239266
20.0,dia,Quinta-feira,44828,0,0.0013820928288041407
20.0,dia,Quinta-feira,54906,0,0.007235421306371993
20.0,dia,Quinta-feira,09308,0,0.00024020873852566882
30.0,dia,Quinta-feira,98423,0,0.002276186356198669
10.0,dia,Quinta-feira,22061,0,9.764248829702637e-05
30.0,dia,Quinta-feira,49167,0,0.0021313582452070867
20.0,dia,Quinta-feira,15590,0,0.0011785375582076334
336.0,dia,Quinta-feira,98408,1,0.1382585336430533
62.1,dia,Quinta-feira,52297,0,0.0038097190033306813
5.0,dia,Quinta-feira,22061,0,9.969605260013406e-05
25.0,dia,Quinta-feira,49167,0,0.0005672961835433678
20.0,dia,Quinta-feira,10863,0,0.003985301683264645
89.6,dia,Quinta-feira,39614,0,0.0006118415566615112
20.0,dia,Quinta-feira,44828,0,0.0013820928288041407
20.0,dia,Quinta-feira,15590,0,0.0011785375582076334
35.0,dia,Quinta-feira,44828,0,0.00558808409487925
89.6,dia,Quinta-feira,40105,0,0.0006118415566615112
10.0,dia,Quinta-feira,89391,0,0.00029187493052910745
10.0,dia,Quinta-feira,49167,0,0.0008125652181897968
70.0,dia,Quinta-feira,25664,0,0.003888270521035305
20.0,dia,Quinta-feira,22061,0,0.00018944586207841332
15.0,tarde,Quinta-feira,90172,0,0.00020854046881196793
40.0,tarde,Quinta-feira,12427,0,0.005469204858857341
5.0,tarde,Quinta-feira,49167,0,0.0005436878483201757
15.0,tarde,Quinta-feira,98406,0,0.0014012709704404565
140.0,tarde,Quinta-feira,53211,0,0.0036728274729938234
37.77,tarde,Quinta-feira,98442,1,0.13792416906509164
20.0,tarde,Quinta-feira,06669,0,0.0010369673423759375
15.0,tarde,Quinta-feira,31681,0,0.0012125707654004655
15.0,tarde,Quinta-feira,22005,0,0.0005543052518934752
15.0,tarde,Quinta-feira,14945,0,0.00021372636943038837
30.0,tarde,Quinta-feira,98431,0,0.0038530639090205232
40.0,tarde,Quinta-feira,22061,0,0.0011682819917505766
315.0,tarde,Quinta-feira,27497,1,0.3569956274573788
20.0,tarde,Quinta-feira,90172,0,0.0005813941500259583
40.0,tarde,Quinta-feira,98453,0,0.005341716083141955
5.0,tarde,Quinta-feira,21847,0,0.006042904282725007
20.0,tarde,Quinta-feira,44829,0,0.0012722038355771467
10.0,tarde,Quinta-feira,18759,0,0.014103356454340452
47.37,tarde,Quinta-feira,25662,1,0.05436710212796036
180.0,tarde,Quinta-feira,53211,0,0.023561459890463866
20.0,tarde,Quinta-feira,39354,0,0.0075678846945511045
66.95,tarde,Quinta-feira,21845,0,0.007080341113560926
20.0,tarde,Quinta-feira,21180,0,0.001195230515521191
15.0,tarde,Quinta-feira,98406,0,0.0014012709704404565
56.0,tarde,Quinta-feira,06669,0,0.008170035937759406
40.0,tarde,Quinta-feira,53211,0,0.0050358671611876295
20.0,tarde,Quinta-feira,49167,0,0.0010782973245258207
175.0,tarde,Quinta-feira,21845,0,0.019212806054253576
99.0,tarde,Quinta-feira,55181,0,0.0008046997375493253
105.0,tarde,Quinta-feira,06669,0,0.0008533548073420117
10.0,tarde,Quinta-feira,90172,0,0.000216403824360051
40.0,tarde,Quinta-feira,39083,0,0.005469204858857341
20.0,tarde,Quinta-feira,23284,0,0.0003795211780259855
10.0,tarde,Quinta-feira,41524,0,0.00033203279263882633
55.82,tarde,Quinta-feira,39083,0,0.004966421351687353
51.33,tarde,Quinta-feira,26863,0,0.007062651952528809
30.0,tarde,Quinta-feira,06669,0,0.0038594546899487956
15.0,tarde,Quinta-feira,22061,0,0.00024791227304336107
100.8,tarde,Quinta-feira,90172,0,0.0006922662167894211
20.0,tarde,Quinta-feira,54906,0,0.0079937801561911
168.0,tarde,Quinta-feira,54927,1,0.5986810943183773
100.8,tarde,Quinta-feira,14868,0,0.000751317946823767
20.0,tarde,Quinta-feira,98423,0,0.001116061789522852
78.79,tarde,Quinta-feira,16230,0,0.0032830467103819373
45.0,tarde,Quinta-feira,90172,0,0.0013689050802363502
15.0,tarde,Quinta-feira,54927,0,0.0027157878298392584
66.0,tarde,Quinta-feira,48733,0,0.007080341113560926
30.0,tarde,Quinta-feira,52316,0,0.0038530639090205232
15.0,tarde,Quinta-feira,52305,0,0.0001739553651788486
24.0,tarde,Quinta-feira,48724,0,0.0005193524016734552
15.0,tarde,Quinta-feira,70598,0,0.0001739553651788486
10.0,tarde,Quinta-feira,31681,0,0.0012598143900452799
95.2,tarde,Quinta-feira,59080,0,0.016603098819437914
94.75,tarde,Quinta-feira,24820,0,0.018657631496991345
123.2,tarde,Quinta-feira,56137,1,0.05047933599474755
30.0,tarde,Quinta-feira,25631,0,0.0038530639090205232
30.0,tarde,Quinta-feira,29768,0,0.002187618569441389
20.0,tarde,Quinta-feira,25663,0,0.0004849526804357377
190.4,tarde,Quinta-feira,48827,0,0.021635503567594045
10.0,tarde,Quinta-feira,06655,0,0.0006557069812594879
70.0,tarde,Quinta-feira,30994,0,0.0064477864884928135
15.0,tarde,Quinta-feira,22061,0,0.00024791227304336107
20.0,tarde,Quinta-feira,44054,0,0.0003795211780259855
10.0,tarde,Quinta-feira,54932,0,0.009294803119538076
20.0,tarde,Quinta-feira,48474,0,0.011059828202707756
55.0,tarde,Quinta-feira,54906,0,0.028002715044980777
100.0,tarde,Quinta-feira,46479,1,0.08729031268772053
223.29,tarde,Quinta-feira,44315,0,0.005385411505058474
20.0,tarde,Quinta-feira,22061,0,0.0005612529858034996
20.0,tarde,Quinta-feira,06655,0,0.0030618489052431975
15.0,tarde,Quinta-feira,25664,0,0.00011365216162415108
10.0,tarde,Quinta-feira,59313,0,0.00030276723496098406
20.0,tarde,Quinta-feira,54932,0,0.02252985690254618
89.6,tarde,Quinta-feira,39039,0,0.012300748338669057
30.0,tarde,Quinta-feira,90172,0,0.0024822152802035985
100.8,tarde,Quinta-feira,14945,0,0.0005167801465160917
23.67,tarde,Quinta-feira,15590,0,0.002005260548628023
35.0,tarde,Quinta-feira,44315,0,0.010656840850218487
20.0,tarde,Quinta-feira,59080,0,0.003406584120080851
15.0,tarde,Quinta-feira,44731,0,0.0006992265196642542
30.0,tarde,Quinta-feira,14868,0,0.006482700708280156
55.82,tarde,Quinta-feira,41187,0,0.00342853279146979
15.0,tarde,Quinta-feira,52305,0,0.0001739553651788486
20.0,tarde,Quinta-feira,39614,0,0.0006004243096966688
20.0,tarde,Quinta-feira,49167,0,0.0010782973245258207
20.0,tarde,Quinta-feira,98406,0,0.0007594937020466983
52.9,tarde,Quinta-feira,25718,0,0.003127848408426583
132.0,tarde,Quinta-feira,12682,0,0.017918130759903988
20.0,tarde,Quinta-feira,22061,0,0.0005612529858034996
20.0,tarde,Quinta-feira,98453,0,0.0023312444985156434
10.0,tarde,Quinta-feira,90172,0,0.000216403824360051
15.0,tarde,Quinta-feira,14945,0,0.00021372636943038837
55.82,tarde,Quinta-feira,82425,0,0.004966421351687353
336.0,tarde,Quinta-feira,44731,1,0.07372397117217516
20.0,tarde,Quinta-feira,98423,0,0.001116061789522852
10.0,tarde,Quinta-feira,21845,0,0.0005985037914242614
20.0,tarde,Quinta-feira,14945,0,0.0005844377913298113
10.0,tarde,Quinta-feira,98406,0,0.00039205461866859506
20.0,tarde,Quinta-feira,12177,0,0.0014556912588685018
10.0,tarde,Quinta-feira,12177,0,0.00036107182840362415
10.0,tarde,Quinta-feira,98401,0,0.007591841722790852
20.0,tarde,Quinta-feira,41555,0,0.0130133448364189
20.0,tarde,Quinta-feira,03254,0,0.0028157606460481378
30.0,tarde,Quinta-feira,40694,0,0.002948986905262125
20.0,tarde,Quinta-feira,15274,0,0.0006575585832524347
25.0,tarde,Quinta-feira,46479,0,0.00032354312184150957
20.0,tarde,Quinta-feira,18759,1,0.07479004656872267
20.0,tarde,Quinta-feira,25631,0,0.001195230515521191
20.0,tarde,Quinta-feira,39614,0,0.0006004243096966688
20.0,tarde,Quinta-feira,74539,0,0.001195230515521191
25.0,tarde,Quinta-feira,91674,1,0.04643006814723767
30.0,tarde,Quinta-feira,25718,0,0.0038530639090205232
275.0,tarde,Quinta-feira,42974,1,0.16243006504376833
20.0,tarde,Quinta-feira,09601,0,0.001195230515521191
10.0,tarde,Quinta-feira,48723,0,0.0005985037914242614
20.0,tarde,Quinta-feira,12177,0,0.0014556912588685018
70.0,tarde,Quinta-feira,98442,0,0.012455854299612577
10.0,tarde,Quinta-feira,25664,0,0.00018283594919188726
336.0,tarde,Quinta-feira,49159,0,0.0019215340638120244
10.0,tarde,Quinta-feira,45719,0,0.0005985037914242614
20.0,tarde,Quinta-feira,42974,0,0.0016083115030278805
30.0,tarde,Quinta-feira,22061,0,0.004262683983856697
10.0,tarde,Quinta-feira,23284,0,0.00018745771189544993
40.0,tarde,Quinta-feira,76331,0,0.005469204858857341
43.0,tarde,Quinta-feira,98453,0,0.005341716083141955
15.0,tarde,Quinta-feira,98423,0,0.0003803204808469109
5.0,tarde,Quinta-feira,53211,0,0.0004229514006444905
69.0,tarde,Quinta-feira,98408,0,0.009533915062293783
375.53,tarde,Quinta-feira,59315,0,0.006451329944951608
20.0,tarde,Quinta-feira,06655,0,0.0030618489052431975
15.0,tarde,Quinta-feira,06655,0,0.0006232778799346894
5.0,tarde,Quinta-feira,54906,0,0.006571521359996883
5.0,tarde,Quinta-feira,46451,0,0.0006110847635974607
224.0,tarde,Quinta-feira,14945,0,0.0006551648553322773
10.0,tarde,Quinta-feira,21845,0,0.0005985037914242614
15.0,tarde,Quinta-feira,48984,0,0.004226585729915123
89.6,tarde,Quinta-feira,90172,0,0.0011082598251779953
151.06,tarde,Quinta-feira,30034,1,0.08367245597344915
69.0,tarde,Quinta-feira,98407,1,0.24650279920501714
69.0,tarde,Quinta-feira,98407,1,0.24650279920501714
69.0,tarde,Quinta-feira,98407,1,0.24650279920501714
360.0,tarde,Quinta-feira,15590,1,0.0449844962973853
69.0,tarde,Quinta-feira,98407,1,0.24650279920501714
100.8,tarde,Quinta-feira,53211,0,0.018220308332763776
45.0,tarde,Quinta-feira,48985,0,0.0017699109206586112
30.0,tarde,Quinta-feira,49167,0,0.003625848470203807
347.2,tarde,Quinta-feira,59080,1,0.1488471703742962
20.0,tarde,Quinta-feira,09308,0,0.0003795211780259855
100.8,tarde,Quinta-feira,44054,0,0.0006965551349355548
10.0,tarde,Quinta-feira,53636,0,0.0008101524574388565
10.0,tarde,Quinta-feira,27496,0,0.0010456314060291226
123.2,tarde,Quinta-feira,41555,1,0.05362268114332689
10.0,tarde,Quinta-feira,32032,0,0.0005985037914242614
43.0,tarde,Quinta-feira,15274,0,0.00275953293946912
35.53,tarde,Quinta-feira,42820,1,0.11736839553206375
25.0,tarde,Quinta-feira,93103,0,0.001070925020242507
